"row_names","DATES","RETORNOS","VOLUMEN","DRAWDOWNS","PRECIO","DRAWUPS","MINIMOS","MAXIMOS","temp","drawmed","SCALE"
"1976-04-19",1976-04-19,-0.00417255039354204,710400,-0.247899159663864,2.796875,0.00419003351955305,2.785156,2.808594,3577,-1.0128758146955,-1.00088378072187
"1976-04-20",1976-04-20,0.00279347486033522,1440000,-0.245798184873948,2.804688,0.00696405446880366,2.785156,2.808594,0,1.66205220944068,-0.960723874508794
"1976-04-21",1976-04-21,0,1948800,-0.245798184873948,2.804688,0.00696405446880366,2.785156,2.808594,0,-1,-0.960723874508794
"1976-04-22",1976-04-22,-0.00278569309670098,940800,-0.247899159663864,2.796875,0.00419003351955305,2.785156,2.808594,0,-1.00854756023114,-1.00088378072187
"1976-04-23",1976-04-23,-0.00139655865921794,1443200,-0.24894951260504,2.792969,0.00279738156778664,2.785156,2.808594,0,-1.00423701694915,-1.02100910033814
"1976-04-26",1976-04-26,0.00419589333071733,1884800,-0.245798184873948,2.804688,0.00696405446880366,2.785156,2.808594,0,2.48949036806366,-0.960723874508793
"1976-04-27",1976-04-27,-0.00835672274420544,1376000,-0.252100840336133,2.78125,0,2.78125,2.804688,3583,-1.02564158667574,-1.07001419086827
"1976-04-28",1976-04-28,-0.0126403595505619,1033600,-0.261554554621847,2.746094,0,2.746094,2.78125,3584,-1.03749973333333,-1.14789329054199
"1976-04-29",1976-04-29,0.00711228384753042,1961600,-0.256302521008402,2.765625,0.00706205649717517,2.746094,2.765625,3584,-0.979919930581829,-1.04645059594254
"1976-04-30",1976-04-30,0.00282503954802262,332800,-0.254201546218486,2.773438,0.0098592432929816,0,2.773438,0,1.39608672019621,-1.0060998509524
"1976-05-03",1976-05-03,0.00281672061895738,1097600,-0.252100840336133,2.78125,0.0126403595505619,0,2.78125,0,1.2820821208013,-0.965883709282056
"1976-05-04",1976-05-04,-0.00140440449438209,972800,-0.253151193277309,2.777344,0.0112517570743847,2.746094,2.78125,3588,-1.0041664,-0.985975669574835
"1976-05-05",1976-05-05,0,953600,-0.253151193277309,2.777344,0.0112517570743847,2.746094,2.78125,0,-1,-0.985975669574835
"1976-05-06",1976-05-06,0.0196903948520602,1321600,-0.238445445378149,2.832031,0.0193101699804841,2.777344,2.832031,3588,1.71619151149688,-0.798445954294527
"1976-05-07",1976-05-07,-0.00137922219071761,723200,-0.239495798319326,2.828125,0.0179557127071824,2.777344,2.832031,3591,-1.00440500316335,-0.818256628568102
"1976-05-10",1976-05-10,0.00690598895027631,1372800,-0.234243764705881,2.847656,0.00685862337304788,2.828125,2.847656,3591,-0.978070456140351,-0.866407827484477
"1976-05-11",1976-05-11,-0.00137165444140731,1001600,-0.235294117647057,2.84375,0.00549450549450547,2.828125,2.847656,3593,-1.00448401665033,-0.886298085212313
"1976-05-12",1976-05-12,-0.021978021978022,2281600,-0.252100840336133,2.78125,0,2.78125,2.84375,3594,-1.07142857142857,-1.07001419086827
"1976-05-13",1976-05-13,0.00280916853932587,700800,-0.249999865546217,2.789063,0.00280129921769423,2.78125,2.789063,3594,-0.991666133333333,-1.02962956800702
"1976-05-14",1976-05-14,-0.00980400944690036,1353600,-0.257352873949578,2.761719,0,0,2.789063,3596,-1.02941204943169,-1.11328011121551
"1976-05-17",1976-05-17,0,547200,-0.257352873949578,2.761719,0,2.761719,2.761719,3596,-1,-1.11328011121551
"1976-05-18",1976-05-18,0.00141433650563297,1280000,-0.256302521008402,2.765625,0.00141233898305093,0,2.765625,0,-0.995918627505274,-1.0929926110821
"1976-05-19",1976-05-19,-0.00564971751412429,1491200,-0.260504201680671,2.75,0,0,2.765625,3599,-1.01639344262295,-1.13924054952124
"1976-05-20",1976-05-20,0,745600,-0.260504201680671,2.75,0,2.75,2.75,3599,-1,-1.13924054952124
"1976-05-21",1976-05-21,-0.00284072727272725,985600,-0.262604907563023,2.742188,0,0,2.75,3601,-1.008064,-1.15654603156274
"1976-05-24",1976-05-24,-0.0199431986428356,1036800,-0.277310924369746,2.6875,0,2.6875,2.742188,3602,-1.05600054067228,-1.27769326682718
"1976-05-25",1976-05-25,0.00581395348837209,886400,-0.273109243697477,2.703125,0.0057803468208093,2.6875,2.703125,3602,-0.984848484848485,-1.19546195640414
"1976-05-26",1976-05-26,0.00144499421965325,512000,-0.272058890756301,2.707031,0.00721491552922748,0,2.707031,0,1.24818038655634,-1.17499132920075
"1976-05-27",1976-05-27,0.00577200630506263,1059200,-0.267857210084032,2.722656,0.0129123914295454,0,2.722656,0,1.78968019476285,-1.09344270417332
"1976-05-28",1976-05-28,0.0143473872571488,704000,-0.257352873949578,2.761719,0.0268742040736222,0,2.761719,0,2.08127241342221,-0.891892119739581
"1976-06-01",1976-06-01,-0.00848674322043612,454400,-0.263655529411763,2.738281,0.0185448462009561,2.6875,2.761719,3607,-1.02449032476482,-1.01242971908866
"1976-06-02",1976-06-02,-0.00427932706687156,656000,-0.266806588235292,2.726563,0.0143268283182894,2.6875,2.761719,0,-1.01195142324745,-1.07313570638218
"1976-06-03",1976-06-03,-0.00286551236850206,1257600,-0.268907563025208,2.71875,0.0114942528735632,2.6875,2.761719,0,-1.0078745236533,-1.11377798082129
"1976-06-04",1976-06-04,0.00143668965517248,348800,-0.267857210084032,2.722656,0.0129123914295454,2.6875,2.761719,0,1.12337805437045,-1.09344270417332
"1976-06-07",1976-06-07,-0.00143462853919121,809600,-0.268907563025208,2.71875,0.0114942528735632,2.6875,2.761719,0,-1.00392131666289,-1.11377798082129
"1976-06-08",1976-06-08,0.00287374712643681,761600,-0.266806588235292,2.726563,0.0143268283182894,2.6875,2.761719,0,1.24643406369118,-1.07313570638218
"1976-06-09",1976-06-09,0,940800,-0.266806588235292,2.726563,0.0143268283182894,2.6875,2.761719,0,-1,-1.07313570638218
"1976-06-10",1976-06-10,0.0042977184095875,1232000,-0.263655529411763,2.738281,0.0185448462009561,2.6875,2.761719,0,1.29441393370242,-1.01242971908866
"1976-06-11",1976-06-11,0.00998582687459753,8e+05,-0.256302521008401,2.765625,0.0169491525423728,2.71875,2.765625,3607,-0.972111305915842,-0.965001324776052
"1976-06-14",1976-06-14,0.015536813559322,1209600,-0.244747831932771,2.808594,0.0319889596004264,0,2.808594,0,1.88734861642516,-0.745917549598151
"1976-06-15",1976-06-15,0,1174400,-0.244747831932771,2.808594,0.0319889596004264,0,2.808594,0,-1,-0.745917549598151
"1976-06-16",1976-06-16,-0.00139073144783466,752000,-0.245798184873948,2.804688,0.0306408413342233,2.71875,2.808594,3618,-1.00429157199425,-0.765676003532635
"1976-06-17",1976-06-17,0.0153200641212142,1430400,-0.23424376470588,2.847656,0.0150889011875031,2.804688,2.847656,3618,-0.952992247790631,-0.798607319992626
"1976-06-18",1976-06-18,0.00960228342187392,1920000,-0.226890756302519,2.875,0.024456347826087,0,2.875,0,1.62081701789804,-0.660865270101256
"1976-06-21",1976-06-21,0.0135871304347826,1785600,-0.216386420168065,2.914063,0.0375335056242778,0,2.914063,0,1.53471425460517,-0.466602416271323
"1976-06-22",1976-06-22,-0.00536192937489684,1324800,-0.220588100840334,2.898438,0.0323450078973572,2.804688,2.914063,3622,-1.01941748779339,-0.543958111334963
"1976-06-23",1976-06-23,0.00269524481807095,1139200,-0.218487394957981,2.90625,0.034946064516129,2.804688,2.914063,0,1.080416014336,-0.505225289567693
"1976-06-24",1976-06-24,0.010752688172043,1491200,-0.210084033613444,2.9375,0.0132977021276596,2.898438,2.9375,3622,-0.961538461538462,-0.614336769490207
"1976-06-25",1976-06-25,0,592000,-0.210084033613444,2.9375,0.0132977021276596,0,2.9375,0,-1,-0.614336769490207
"1976-06-28",1976-06-28,0.00265974468085109,838400,-0.207983058823527,2.945313,0.0159151166616247,0,2.945313,0,1.19683209240496,-0.575466977009885
"1976-06-29",1976-06-29,-0.00265268920484854,889600,-0.210084033613443,2.9375,0.0132977021276596,2.898438,2.945313,3627,-1.01010166309602,-0.614336769490205
"1976-06-30",1976-06-30,0.00930859574468079,1449600,-0.202731025210082,2.964844,0.00922274494037456,2.9375,2.964844,3627,-0.96499968,-0.587332391139345
"1976-07-01",1976-07-01,0.00131743862408956,2172800,-0.201680672268906,2.96875,0.0105263157894737,0,2.96875,0,1.14134304456285,-0.567940916006208
"1976-07-02",1976-07-02,0.00921061052631573,1235200,-0.194327663865544,2.996094,0.0195567962820925,0,2.996094,0,1.85789564679878,-0.432974771888502
"1976-07-06",1976-07-06,0.00260739482806627,1737600,-0.192226957983191,3.003906,0.0221065506044464,0,3.003906,0,1.13037689228724,-0.394664575190645
"1976-07-07",1976-07-07,0.0104031218020804,2118400,-0.183823596638653,3.035156,0.032174952457139,0,3.035156,0,1.4554487958274,-0.242495359609387
"1976-07-08",1976-07-08,0.00257416752219643,1388800,-0.181722621848738,3.042969,0.0346598995914844,0,3.042969,0,1.0772323482888,-0.20471682517926
"1976-07-09",1976-07-09,0.0115531903216892,2140800,-0.172268907563023,3.078125,0.0456852791878173,0,3.078125,0,1.31810189083876,-0.0360113465212552
"1976-07-12",1976-07-12,0.0114212385786803,1145600,-0.162815193277309,3.113281,0.0564616557259047,0,3.113281,0,1.23588290866702,0.13064286070987
"1976-07-13",1976-07-13,-0.0112922669042724,2428800,-0.172268907563023,3.078125,0.0456852791878173,2.9375,3.113281,3636,-1.05806407925096,-0.0360113465212552
"1976-07-14",1976-07-14,0.00380718781725882,812800,-0.169117579831931,3.089844,0.0493047545442423,2.9375,3.113281,0,1.07922629391286,0.019766100584453
"1976-07-15",1976-07-15,-0.00126414149063828,617600,-0.170167932773107,3.085938,0.0481014200544535,2.9375,3.113281,0,-1.00621078507758,0.0012003662323184
"1976-07-16",1976-07-16,-0.0101265806377186,1097600,-0.178571294117645,3.054688,0.0383633287589437,2.9375,3.113281,0,-1.04938275506786,-0.148247771894231
"1976-07-19",1976-07-19,0,1248000,-0.178571294117645,3.054688,0.0383633287589437,2.9375,3.113281,0,-1,-0.148247771894231
"1976-07-20",1976-07-20,0,1043200,-0.178571294117645,3.054688,0.0383633287589437,2.9375,3.113281,0,-1,-0.148247771894231
"1976-07-21",1976-07-21,0,572800,-0.178571294117645,3.054688,0.0383633287589437,2.9375,3.113281,0,-1,-0.148247771894231
"1976-07-22",1976-07-22,0.00383607098335415,844800,-0.175420235294115,3.066406,0.0420381384591604,2.9375,3.113281,0,1.09578964649568,-0.092016699211629
"1976-07-23",1976-07-23,-0.00127380392550764,774400,-0.176470588235292,3.0625,0.0408163265306123,2.9375,3.113281,0,-1.0059876384239,-0.110734649534267
"1976-07-26",1976-07-26,0,2675200,-0.176470588235292,3.0625,0.0408163265306123,2.9375,3.113281,0,-1,-0.110734649534267
"1976-07-27",1976-07-27,-0.00637746938775516,707200,-0.181722621848738,3.042969,0.0346598995914844,2.9375,3.113281,0,-1.02976152380952,-0.20471682517926
"1976-07-28",1976-07-28,-0.00385117298270203,841600,-0.18487394957983,3.03125,0.0309278350515464,2.9375,3.113281,0,-1.01734141681995,-0.261421774849567
"1976-07-29",1976-07-29,-0.0103092783505155,1248000,-0.193277310924368,3,0.0208333333333334,2.9375,3.113281,0,-1.04545454545455,-0.413805999470331
"1976-07-30",1976-07-30,0,726400,-0.193277310924368,3,0.0208333333333334,2.9375,3.113281,0,-1,-0.413805999470331
